Unnamed: 0,indonesian,english,contoh_penggunaan
1478,mengusir,banish,Petani mengusir burung di sawah.
1479,mengusir,cast out,Petani mengusir burung di sawah.
1480,mengusir,dislodge,Petani mengusir burung di sawah.
1481,mengusir,drive away,Petani mengusir burung di sawah.
1482,mengusir,evict,Petani mengusir burung di sawah.
1483,mengusir,kick out,Petani mengusir burung di sawah.
1484,mengusir,oust,Petani mengusir burung di sawah.
1485,mengusir,repel,Petani mengusir burung di sawah.
1486,mengusir,shoo away,Petani mengusir burung di sawah.
1487,mengusir,throw out,Petani mengusir burung di sawah.
1488,mengutuk,condemn,Dunia mengutuk serangan teroris itu.
1489,mengutuk,curse,Dunia mengutuk serangan teroris itu.
1490,mengutuk,damn,Dunia mengutuk serangan teroris itu.
1491,mengutuk,decry,Dunia mengutuk serangan teroris itu.
1492,meninggal,decease,Kakek meninggal dunia kemarin sore.
1493,meninggal,depart,Kakek meninggal dunia kemarin sore.
1494,meninggal,die,Kakek meninggal dunia kemarin sore.
1495,meninggal,lose one's life,Kakek meninggal dunia kemarin sore.
1496,meninggal,pass away,Kakek meninggal dunia kemarin sore.
1497,meningkatkan,enhance,Olahraga dapat meningkatkan kesehatan.
1498,meningkatkan,escalate,Olahraga dapat meningkatkan kesehatan.
1499,meningkatkan,improve,Olahraga dapat meningkatkan kesehatan.
1500,meningkatkan,increase,Olahraga dapat meningkatkan kesehatan.
1501,meningkatkan,intensify,Olahraga dapat meningkatkan kesehatan.
1502,meningkatkan,jack up,Olahraga dapat meningkatkan kesehatan.
1503,meningkatkan,up,Olahraga dapat meningkatkan kesehatan.
1504,meningkatkan,upgrade,Olahraga dapat meningkatkan kesehatan.
1505,menolak,decline,Dia menolak tawaran pekerjaan itu.
1506,menolak,deny,Dia menolak tawaran pekerjaan itu.
1507,menolak,dismiss,Dia menolak tawaran pekerjaan itu.
1508,menolak,refuse,Dia menolak tawaran pekerjaan itu.
1509,menolak,reject,Dia menolak tawaran pekerjaan itu.
1510,menolak,turn down,Dia menolak tawaran pekerjaan itu.
1511,menunggu,anticipate,Saya bosan menunggu terlalu lama.
1512,menunggu,await,Saya bosan menunggu terlalu lama.
1513,menunggu,bide time,Saya bosan menunggu terlalu lama.
1514,menunggu,expect,Saya bosan menunggu terlalu lama.
1515,menunggu,stand by,Saya bosan menunggu terlalu lama.
1516,menunggu,wait,Saya bosan menunggu terlalu lama.
1517,menunggu,waiting,Saya bosan menunggu terlalu lama.
1518,menurunkan,bring down,Pemerintah menurunkan harga BBM.
1519,menurunkan,decrease,Pemerintah menurunkan harga BBM.
1520,menurunkan,dial down,Pemerintah menurunkan harga BBM.
1521,menurunkan,down,Pemerintah menurunkan harga BBM.
1522,menurunkan,drop,Pemerintah menurunkan harga BBM.
1523,menurunkan,drop off,Pemerintah menurunkan harga BBM.
1524,menurunkan,lower,Pemerintah menurunkan harga BBM.
1525,menurunkan,put down,Pemerintah menurunkan harga BBM.
1526,menurunkan,reduce,Pemerintah menurunkan harga BBM.
1527,menyadari,be aware,Dia baru menyadari dompetnya hilang.
1528,menyadari,come to sense,Dia baru menyadari dompetnya hilang.
1529,menyadari,realize,Dia baru menyadari dompetnya hilang.
1530,menyadari,wake up,Dia baru menyadari dompetnya hilang.
1531,menyadari,wise up,Dia baru menyadari dompetnya hilang.
1532,menyalahkan,accuse,Jangan suka menyalahkan orang lain.
1533,menyalahkan,blame,Jangan suka menyalahkan orang lain.
1534,menyalahkan,condemn,Jangan suka menyalahkan orang lain.
1535,menyalahkan,fault,Jangan suka menyalahkan orang lain.
1536,menyalahkan,put on the spot,Jangan suka menyalahkan orang lain.
1537,menyalahkan,throw under the bus,Jangan suka menyalahkan orang lain.
1538,menyambut,greet,Tuan rumah menyambut tamu dengan ramah.
1539,menyambut,welcome,Tuan rumah menyambut tamu dengan ramah.
1540,menyebabkan,bring about,Rokok menyebabkan kanker.
1541,menyebabkan,cause,Rokok menyebabkan kanker.
1542,menyebabkan,causing,Rokok menyebabkan kanker.
1543,menyebabkan,give rise to,Rokok menyebabkan kanker.
1544,menyebabkan,leading to,Rokok menyebabkan kanker.
1545,menyerang,assault,Pasukan musuh menyerang saat subuh.
1546,menyerang,attack,Pasukan musuh menyerang saat subuh.
1547,menyerang,charge,Pasukan musuh menyerang saat subuh.
1548,menyerang,hit,Pasukan musuh menyerang saat subuh.
1549,menyerang,rush,Pasukan musuh menyerang saat subuh.
1550,menyerang,strike,Pasukan musuh menyerang saat subuh.
1551,menyeret,drag,Arus sungai menyeret kayu besar.
1552,menyeret,haul,Arus sungai menyeret kayu besar.
1553,menyeret,lug,Arus sungai menyeret kayu besar.
1554,menyeret,tow,Arus sungai menyeret kayu besar.
1555,menyesatkan,mislead,Informasi itu menyesatkan masyarakat.
1556,menyesatkan,misleading,Informasi itu menyesatkan masyarakat.
1557,menyita,confiscate,Petugas menyita barang selundupan.
1558,menyita,seize,Petugas menyita barang selundupan.
1559,meragukan,doubt,Saya meragukan kebenaran berita itu.
1560,meragukan,dubious,Saya meragukan kebenaran berita itu.
1561,meragukan,question,Saya meragukan kebenaran berita itu.
1562,meragukan,suspect,Saya meragukan kebenaran berita itu.
1563,meruntuhkan,demolish,Gempa meruntuhkan banyak bangunan.
1564,meruntuhkan,knock down,Gempa meruntuhkan banyak bangunan.
1565,meruntuhkan,overthrow,Gempa meruntuhkan banyak bangunan.
1566,meruntuhkan,raze,Gempa meruntuhkan banyak bangunan.
1567,meruntuhkan,tear down,Gempa meruntuhkan banyak bangunan.
1568,minta,ask,Adik minta dibelikan es krim.
1569,minta,ask for,Adik minta dibelikan es krim.
1570,minta,request,Adik minta dibelikan es krim.
1571,minta maaf,apologize,Saya mau minta maaf atas kesalahan tadi.
1572,minta maaf,excuse oneself,Saya mau minta maaf atas kesalahan tadi.
1573,minta maaf,i'm sorry,Saya mau minta maaf atas kesalahan tadi.
1574,minta maaf,pardon me,Saya mau minta maaf atas kesalahan tadi.
1575,miskin,broke,Kita harus membantu orang miskin.
1576,miskin,destitute,Kita harus membantu orang miskin.
1577,miskin,impoverished,Kita harus membantu orang miskin.
1578,miskin,needy,Kita harus membantu orang miskin.
1579,miskin,poor,Kita harus membantu orang miskin.
1580,moga,hope,Moga kamu cepat sembuh.
1581,muda,early,Dia masih sangat muda.
1582,muda,pale,Dia masih sangat muda.
1583,muda,young,Dia masih sangat muda.
1584,mudah,convenient,Ujiannya ternyata mudah.
1585,mudah,easy,Ujiannya ternyata mudah.
1586,mudah,ez,Ujiannya ternyata mudah.
1587,mudah,simple,Ujiannya ternyata mudah.
1588,mudah,straightforward,Ujiannya ternyata mudah.
1589,muka,advance,Cuci muka dulu biar segar.
1590,muka,countenance,Cuci muka dulu biar segar.
1591,muka,face,Cuci muka dulu biar segar.
1592,muka,front,Cuci muka dulu biar segar.
1593,muka,look,Cuci muka dulu biar segar.
1594,muka,mug,Cuci muka dulu biar segar.
1595,muka,surface,Cuci muka dulu biar segar.
1596,muka,visage,Cuci muka dulu biar segar.
1597,mulia,esteemed,Hatinya sangat mulia.
1598,mulia,glorious,Hatinya sangat mulia.
1599,mulia,holy,Hatinya sangat mulia.
1600,mulia,honorable,Hatinya sangat mulia.
1601,mulia,noble,Hatinya sangat mulia.
1602,mulia,precious,Hatinya sangat mulia.
1603,mundur,back off,Mobil itu berjalan mundur.
1604,mundur,fall back,Mobil itu berjalan mundur.
1605,mundur,go back,Mobil itu berjalan mundur.
1606,mundur,retreat,Mobil itu berjalan mundur.
1607,mundur,set back,Mobil itu berjalan mundur.
1608,mundur,step back,Mobil itu berjalan mundur.
1609,murah,affordable,Harga sayur di sini murah.
1610,murah,cheap,Harga sayur di sini murah.
1611,murah,generous,Harga sayur di sini murah.
1612,murah,inexpensive,Harga sayur di sini murah.
1613,murka,angry,Raja sangat murka melihat pengkhianatan itu.
1614,murka,furious,Raja sangat murka melihat pengkhianatan itu.
1615,murka,mad,Raja sangat murka melihat pengkhianatan itu.
1616,murka,wrath,Raja sangat murka melihat pengkhianatan itu.
1617,musuh,adversary,Jangan mencari musuh.
1618,musuh,competitor,Jangan mencari musuh.
1619,musuh,contender,Jangan mencari musuh.
1620,musuh,enemy,Jangan mencari musuh.
1621,musuh,foe,Jangan mencari musuh.
1622,musuh,opponent,Jangan mencari musuh.
1623,musuh,rival,Jangan mencari musuh.
1624,nanti,afterward,Kita bicara lagi nanti.
1625,nanti,future,Kita bicara lagi nanti.
1626,nanti,in the future,Kita bicara lagi nanti.
1627,nanti,later,Kita bicara lagi nanti.
1628,nanti,some other time,Kita bicara lagi nanti.
1629,nekat,desperate,Dia nekat menyeberang jalan ramai.
1630,nekat,reckless,Dia nekat menyeberang jalan ramai.
1631,neraka,blaze,Surga dan neraka adalah balasan di akhirat.
1632,neraka,hell,Surga dan neraka adalah balasan di akhirat.
1633,neraka,inferno,Surga dan neraka adalah balasan di akhirat.
1634,ngeri,eerie,Film horor itu sangat ngeri.
1635,ngeri,fearful,Film horor itu sangat ngeri.
1636,ngeri,horrible,Film horor itu sangat ngeri.
1637,ngeri,scary,Film horor itu sangat ngeri.
1638,ngeri,spooky,Film horor itu sangat ngeri.
1639,ngeri,terrible,Film horor itu sangat ngeri.
1640,ngerti,get it,Kamu ngerti maksud saya?
1641,ngerti,understand,Kamu ngerti maksud saya?
1642,nilai,grade,Nilai matematikanya sangat bagus.
1643,nilai,mark,Nilai matematikanya sangat bagus.
1644,nilai,score,Nilai matematikanya sangat bagus.
1645,nilai,value,Nilai matematikanya sangat bagus.
1646,nilai,worth,Nilai matematikanya sangat bagus.
1647,oke,good,"Oke, saya setuju."
1648,oke,ok,"Oke, saya setuju."
1649,oke,okay,"Oke, saya setuju."
1650,oke,okey dokey,"Oke, saya setuju."
1651,oleh,by,Buku ini ditulis oleh penulis terkenal.
1652,orang bodoh,birdbrain,Hanya orang bodoh yang tidak mau belajar.
1653,orang bodoh,doofus,Hanya orang bodoh yang tidak mau belajar.
1654,orang bodoh,dumbass,Hanya orang bodoh yang tidak mau belajar.
1655,orang bodoh,dummy,Hanya orang bodoh yang tidak mau belajar.
1656,orang bodoh,dunce,Hanya orang bodoh yang tidak mau belajar.
1657,orang bodoh,goof,Hanya orang bodoh yang tidak mau belajar.
1658,orang bodoh,idiot,Hanya orang bodoh yang tidak mau belajar.
1659,orang bodoh,nincompoop,Hanya orang bodoh yang tidak mau belajar.
1660,orang bodoh,pinhead,Hanya orang bodoh yang tidak mau belajar.
1661,orang bodoh,schmuck,Hanya orang bodoh yang tidak mau belajar.
1662,orang bodoh,stupid people,Hanya orang bodoh yang tidak mau belajar.
1663,pada,at,Buku itu ada pada saya.
1664,pada,in,Buku itu ada pada saya.
1665,pada,on,Buku itu ada pada saya.
1666,pada,you all,Buku itu ada pada saya.
1667,padat,compact,Jalanan sangat padat pagi ini.
1668,padat,congested,Jalanan sangat padat pagi ini.
1669,padat,crowded,Jalanan sangat padat pagi ini.
1670,padat,dense,Jalanan sangat padat pagi ini.
1671,padat,populous,Jalanan sangat padat pagi ini.
1672,padat,solid,Jalanan sangat padat pagi ini.
1673,padat,tight,Jalanan sangat padat pagi ini.
1674,pahlawan,hero,Hargailah jasa para pahlawan.
1675,pahlawan,heroes,Hargailah jasa para pahlawan.
1676,pahlawan,patriot,Hargailah jasa para pahlawan.
1677,palsu,artificial,Uang ini ternyata palsu.
1678,palsu,bogus,Uang ini ternyata palsu.
1679,palsu,counterfeit,Uang ini ternyata palsu.
1680,palsu,dummy,Uang ini ternyata palsu.
1681,palsu,fake,Uang ini ternyata palsu.
1682,palsu,FALSE,Uang ini ternyata palsu.
1683,palsu,imitation,Uang ini ternyata palsu.
1684,palsu,made-up,Uang ini ternyata palsu.
1685,palsu,phony,Uang ini ternyata palsu.
1686,palsu,sham,Uang ini ternyata palsu.
1687,panas,burning,Cuaca hari ini sangat panas.
1688,panas,flaming,Cuaca hari ini sangat panas.
1689,panas,heat,Cuaca hari ini sangat panas.
1690,panas,hot,Cuaca hari ini sangat panas.
1691,panas,scorching,Cuaca hari ini sangat panas.
1692,panas,temperature,Cuaca hari ini sangat panas.
1693,panas,thermal,Cuaca hari ini sangat panas.
1694,panas,warm,Cuaca hari ini sangat panas.
1695,panik,frigthened,Jangan panik saat terjadi gempa.
1696,panik,panic,Jangan panik saat terjadi gempa.
1697,panik,scare,Jangan panik saat terjadi gempa.
1698,panjang,extensive,Rambutnya sangat panjang.
1699,panjang,length,Rambutnya sangat panjang.
1700,panjang,lengthy,Rambutnya sangat panjang.
1701,panjang,long,Rambutnya sangat panjang.
1702,pantat,arse,Anak itu jatuh terduduk di pantat.
1703,pantat,ass,Anak itu jatuh terduduk di pantat.
1704,pantat,asscheeks,Anak itu jatuh terduduk di pantat.
1705,pantat,backside,Anak itu jatuh terduduk di pantat.
1706,pantat,behind,Anak itu jatuh terduduk di pantat.
1707,pantat,bottom,Anak itu jatuh terduduk di pantat.
1708,pantat,bum,Anak itu jatuh terduduk di pantat.
1709,pantat,butt,Anak itu jatuh terduduk di pantat.
1710,pantat,buttock,Anak itu jatuh terduduk di pantat.
1711,pantat,buttocks,Anak itu jatuh terduduk di pantat.
1712,pantat,rear,Anak itu jatuh terduduk di pantat.
1713,pantat,rump,Anak itu jatuh terduduk di pantat.
1714,parodi,farce,Video parodi itu sangat lucu.
1715,parodi,parody,Video parodi itu sangat lucu.
1716,parodi,travesty,Video parodi itu sangat lucu.
1717,pasti,absolute,Dia pasti datang.
1718,pasti,certain,Dia pasti datang.
1719,pasti,definite,Dia pasti datang.
1720,pasti,doubtless,Dia pasti datang.
1721,pasti,fixed,Dia pasti datang.
1722,pasti,sure,Dia pasti datang.
1723,pasti,undoubtly,Dia pasti datang.
1724,pecah,break,Gelas itu jatuh dan pecah.
1725,pecah,broken,Gelas itu jatuh dan pecah.
1726,pecah,burst,Gelas itu jatuh dan pecah.
1727,pecah,busted,Gelas itu jatuh dan pecah.
1728,pecah,popped,Gelas itu jatuh dan pecah.
1729,pecah,shattered,Gelas itu jatuh dan pecah.
1730,peduli,care,Dia sangat peduli pada lingkungan.
1731,peduli,pay attention,Dia sangat peduli pada lingkungan.
1732,pelaku,culprit,Polisi mengejar pelaku pencurian.
1733,pelaku,doer,Polisi mengejar pelaku pencurian.
1734,pelaku,performer,Polisi mengejar pelaku pencurian.
1735,pelaku,perp,Polisi mengejar pelaku pencurian.
1736,pelaku,perpetrator,Polisi mengejar pelaku pencurian.
1737,pelaku,perpretator,Polisi mengejar pelaku pencurian.
1738,pelaku,player,Polisi mengejar pelaku pencurian.
1739,pelaku kejahatan,criminal,Pelaku kejahatan itu sudah ditangkap.
1740,pelaku kejahatan,culprit,Pelaku kejahatan itu sudah ditangkap.
1741,pelaku kejahatan,perp,Pelaku kejahatan itu sudah ditangkap.
1742,pelaku kejahatan,perpetrator,Pelaku kejahatan itu sudah ditangkap.
1743,pelaku kejahatan,perpretator,Pelaku kejahatan itu sudah ditangkap.
1744,pembela,advocate,Dia adalah pembela hak asasi manusia.
1745,pembela,apologist,Dia adalah pembela hak asasi manusia.
1746,pembela,defender,Dia adalah pembela hak asasi manusia.
1747,pembela,protector,Dia adalah pembela hak asasi manusia.
1748,pembela,vindicator,Dia adalah pembela hak asasi manusia.
1749,pemberani,daredevil,Anak itu sangat pemberani.
1750,pemberani,daring,Anak itu sangat pemberani.
1751,pemberani,fearless,Anak itu sangat pemberani.
1752,pemberani,interpid,Anak itu sangat pemberani.
1753,pemberontakan,betrayal,Pemberontakan itu berhasil diredam.
1754,pemberontakan,insurgency,Pemberontakan itu berhasil diredam.
1755,pemberontakan,rebelion,Pemberontakan itu berhasil diredam.
1756,pemberontakan,rebellion,Pemberontakan itu berhasil diredam.
1757,pemberontakan,revolt,Pemberontakan itu berhasil diredam.
1758,pemberontakan,revolution,Pemberontakan itu berhasil diredam.
1759,pemberontakan,uprising,Pemberontakan itu berhasil diredam.
1760,penangkapan,apprehension,Proses penangkapan berjalan lancar.
1761,penangkapan,arrest,Proses penangkapan berjalan lancar.
1762,penangkapan,capture,Proses penangkapan berjalan lancar.
1763,penangkapan,catching,Proses penangkapan berjalan lancar.
1764,penangkapan,interception,Proses penangkapan berjalan lancar.
1765,penangkapan,trapping,Proses penangkapan berjalan lancar.
1766,pendukung,backer,Para pendukung tim bersorak gembira.
1767,pendukung,proponent,Para pendukung tim bersorak gembira.
1768,pendukung,supporter,Para pendukung tim bersorak gembira.
1769,penembakan,shooting,Terjadi insiden penembakan di sana.
1770,pengecut,chicken,"Jangan jadi pengecut, hadapi masalahmu."
1771,pengecut,coward,"Jangan jadi pengecut, hadapi masalahmu."
1772,pengecut,sissy,"Jangan jadi pengecut, hadapi masalahmu."
1773,pengunjung,guest,Pengunjung museum sangat ramai.
1774,pengunjung,visitor,Pengunjung museum sangat ramai.
1775,penjara,big house,Penjahat itu dijebloskan ke penjara.
1776,penjara,brig,Penjahat itu dijebloskan ke penjara.
1777,penjara,cage,Penjahat itu dijebloskan ke penjara.
1778,penjara,gaol,Penjahat itu dijebloskan ke penjara.
1779,penjara,jail,Penjahat itu dijebloskan ke penjara.
1780,penjara,lockup,Penjahat itu dijebloskan ke penjara.
1781,penjara,penitentiary,Penjahat itu dijebloskan ke penjara.
1782,penjara,prison,Penjahat itu dijebloskan ke penjara.
1783,penjara,slammer,Penjahat itu dijebloskan ke penjara.
1784,penjara,ward,Penjahat itu dijebloskan ke penjara.
1785,penting,consequential,Pendidikan itu sangat penting.
1786,penting,critical,Pendidikan itu sangat penting.
1787,penting,essential,Pendidikan itu sangat penting.
1788,penting,important,Pendidikan itu sangat penting.
1789,penting,monumental,Pendidikan itu sangat penting.
1790,penting,notable,Pendidikan itu sangat penting.
1791,penting,prominent,Pendidikan itu sangat penting.
1792,penting,significant,Pendidikan itu sangat penting.
1793,penting,urgent,Pendidikan itu sangat penting.
1794,penting,vital,Pendidikan itu sangat penting.
1795,penuh,complete,Gelas ini sudah penuh air.
1796,penuh,crowded,Gelas ini sudah penuh air.
1797,penuh,full,Gelas ini sudah penuh air.
1798,penuh,packed,Gelas ini sudah penuh air.
1799,penuh,whole,Gelas ini sudah penuh air.
1800,penularan,contagion,Cegah penularan virus dengan masker.
1801,penularan,infection,Cegah penularan virus dengan masker.
1802,penularan,spread,Cegah penularan virus dengan masker.
1803,penularan,spreading,Cegah penularan virus dengan masker.
1804,penularan,transimission,Cegah penularan virus dengan masker.
1805,penularan,transmission,Cegah penularan virus dengan masker.
1806,penyelamat,rescuer,Tim penyelamat sudah tiba.
1807,penyelamat,saver,Tim penyelamat sudah tiba.
1808,penyelamat,savior,Tim penyelamat sudah tiba.
1809,penyelidikan,inquiry,Polisi sedang melakukan penyelidikan.
1810,penyelidikan,investigation,Polisi sedang melakukan penyelidikan.
1811,perampok,bandit,Perampok itu membawa lari uang bank.
1812,perampok,hijacker,Perampok itu membawa lari uang bank.
1813,perampok,mugger,Perampok itu membawa lari uang bank.
1814,perampok,plunderer,Perampok itu membawa lari uang bank.
1815,perampok,robber,Perampok itu membawa lari uang bank.
1816,perang,battle,Semoga tidak ada lagi perang.
1817,perang,war,Semoga tidak ada lagi perang.
1818,perasaan,feeling,Jaga perasaan orang lain.
1819,perasaan,heart,Jaga perasaan orang lain.
1820,perasaan,sense,Jaga perasaan orang lain.
1821,perasaan,sentiment,Jaga perasaan orang lain.
1822,percaya,believe,Saya percaya padamu.
1823,percaya,trust,Saya percaya padamu.
1824,perdamaian,peace,Mari kita jaga perdamaian dunia.
1825,peringatan,alert,Ini adalah peringatan terakhir.
1826,peringatan,commemoration,Ini adalah peringatan terakhir.
1827,peringatan,heads up,Ini adalah peringatan terakhir.
1828,peringatan,memorial,Ini adalah peringatan terakhir.
1829,peringatan,notice,Ini adalah peringatan terakhir.
1830,peringatan,remembrance,Ini adalah peringatan terakhir.
1831,peringatan,tip-off,Ini adalah peringatan terakhir.
1832,peringatan,warning,Ini adalah peringatan terakhir.
1833,perjuangan,battle,Perjuangan para pahlawan tidak sia-sia.
1834,perjuangan,effort,Perjuangan para pahlawan tidak sia-sia.
1835,perjuangan,fight,Perjuangan para pahlawan tidak sia-sia.
1836,perjuangan,struggle,Perjuangan para pahlawan tidak sia-sia.
1837,pertanyaan,query,Ada pertanyaan lain?
1838,pertanyaan,question,Ada pertanyaan lain?
1839,pertanyaan,questions,Ada pertanyaan lain?
1840,pertempuran,battle,Pertempuran itu berlangsung sengit.
1841,pertempuran,combat,Pertempuran itu berlangsung sengit.
1842,pertempuran,fight,Pertempuran itu berlangsung sengit.
1843,pertempuran,war,Pertempuran itu berlangsung sengit.
1844,pertempuran,warfare,Pertempuran itu berlangsung sengit.
1845,pikir,ponder,Coba pikir baik-baik.
1846,pikir,think,Coba pikir baik-baik.
1847,pikir,thought,Coba pikir baik-baik.
1848,pikir,wonder,Coba pikir baik-baik.
1849,pintar,apt,Anak itu sangat pintar.
1850,pintar,big-brained,Anak itu sangat pintar.
1851,pintar,brainy,Anak itu sangat pintar.
1852,pintar,bright,Anak itu sangat pintar.
1853,pintar,brilliant,Anak itu sangat pintar.
1854,pintar,clever,Anak itu sangat pintar.
1855,pintar,cunning,Anak itu sangat pintar.
1856,pintar,intelligent,Anak itu sangat pintar.
1857,pintar,sharp-witted,Anak itu sangat pintar.
1858,pintar,smart,Anak itu sangat pintar.
1859,pintar,witty,Anak itu sangat pintar.
1860,populer,famous,Lagu ini sangat populer.
1861,populer,popular,Lagu ini sangat populer.
1862,positif,positive,Berpikirlah positif.
1863,potong,cut,Tolong potong kue ini.
1864,potong,slice,Tolong potong kue ini.
1865,puja,praise,Rakyat memuja rajanya.
1866,puja,worship,Rakyat memuja rajanya.
1867,puji,praise,Guru memuji murid yang rajin.
1868,pukul,beat,Sekarang pukul tujuh pagi.
1869,pukul,hit,Sekarang pukul tujuh pagi.
1870,pukul,o'clock,Sekarang pukul tujuh pagi.
1871,pukul,punch,Sekarang pukul tujuh pagi.
1872,pukul,spank,Sekarang pukul tujuh pagi.
1873,pukul,strike,Sekarang pukul tujuh pagi.
1874,pulih,get well,Ekonomi negara mulai pulih.
1875,pulih,recover,Ekonomi negara mulai pulih.
1876,pulih,restore,Ekonomi negara mulai pulih.
1877,pulih,revert,Ekonomi negara mulai pulih.
1878,pura,shrine,Dia hanya pura-pura sakit.
1879,pura,temple,Dia hanya pura-pura sakit.
1880,pusing,dizzy,Kepala saya pusing.
1881,pusing,faint,Kepala saya pusing.
1882,pusing,giddy,Kepala saya pusing.
1883,pusing,headache,Kepala saya pusing.
1884,racun,poison,Zat ini mengandung racun.
1885,racun,toxic,Zat ini mengandung racun.
1886,racun,toxin,Zat ini mengandung racun.
1887,racun,venom,Zat ini mengandung racun.
1888,rahmat,blessing,Hujan adalah rahmat dari Tuhan.
1889,rahmat,godsend,Hujan adalah rahmat dari Tuhan.
1890,rahmat,grace,Hujan adalah rahmat dari Tuhan.
1891,rahmat,mercy,Hujan adalah rahmat dari Tuhan.
1892,rampas,grab,Jangan rampas hak orang lain.
1893,rampas,rob,Jangan rampas hak orang lain.
1894,rampas,snatch,Jangan rampas hak orang lain.
1895,rampas,steal,Jangan rampas hak orang lain.
1896,rampas,take away,Jangan rampas hak orang lain.
1897,rampas,take over,Jangan rampas hak orang lain.
1898,rampas,yank,Jangan rampas hak orang lain.
1899,rampas,yoink,Jangan rampas hak orang lain.
1900,ras,ethnicity,Kita tidak boleh membedakan ras.
1901,ras,people,Kita tidak boleh membedakan ras.
1902,ras,race,Kita tidak boleh membedakan ras.
1903,raya,big,Selamat Hari Raya Idul Fitri.
1904,raya,celebration,Selamat Hari Raya Idul Fitri.
1905,raya,festivity,Selamat Hari Raya Idul Fitri.
1906,raya,grand,Selamat Hari Raya Idul Fitri.
1907,raya,great,Selamat Hari Raya Idul Fitri.
1908,raya,large,Selamat Hari Raya Idul Fitri.
1909,rela,accepting,Ibu rela berkorban demi anak.
1910,rela,compliant,Ibu rela berkorban demi anak.
1911,rela,ready,Ibu rela berkorban demi anak.
1912,rela,willing,Ibu rela berkorban demi anak.
1913,rindu,homesick,Aku rindu kampung halaman.
1914,rindu,lonesome,Aku rindu kampung halaman.
1915,rindu,longing,Aku rindu kampung halaman.
1916,rindu,miss,Aku rindu kampung halaman.
1917,rindu,yearning,Aku rindu kampung halaman.
1918,runtuh,cave in,Tembok itu runtuh karena gempa.
1919,runtuh,collapse,Tembok itu runtuh karena gempa.
1920,runtuh,fall,Tembok itu runtuh karena gempa.
1921,runtuh,fall apart,Tembok itu runtuh karena gempa.
1922,runtuh,fall down,Tembok itu runtuh karena gempa.
1923,runtuh,tumblin down,Tembok itu runtuh karena gempa.
1924,sadar,awake,Dia pingsan dan belum sadar.
1925,sadar,aware,Dia pingsan dan belum sadar.
1926,sadar,cognizant,Dia pingsan dan belum sadar.
1927,sadar,come round,Dia pingsan dan belum sadar.
1928,sadar,conscious,Dia pingsan dan belum sadar.
1929,sadar,know,Dia pingsan dan belum sadar.
1930,sadar,mindful,Dia pingsan dan belum sadar.
1931,sadar,realize,Dia pingsan dan belum sadar.
1932,sadar,recognize,Dia pingsan dan belum sadar.
1933,sadar,sensible,Dia pingsan dan belum sadar.
1934,saham,holdings,Harga saham perusahaan itu naik.
1935,saham,share,Harga saham perusahaan itu naik.
1936,saham,stock,Harga saham perusahaan itu naik.
1937,sakit,hurt,Perut saya sakit.
1938,sakit,ill,Perut saya sakit.
1939,sakit,pain,Perut saya sakit.
1940,sakit,sick,Perut saya sakit.
1941,sakit,sore,Perut saya sakit.
1942,salah,amiss,Jawaban kamu salah.
1943,salah,erroneous,Jawaban kamu salah.
1944,salah,FALSE,Jawaban kamu salah.
1945,salah,fault,Jawaban kamu salah.
1946,salah,incorrect,Jawaban kamu salah.
1947,salah,mistaken,Jawaban kamu salah.
1948,salah,off,Jawaban kamu salah.
1949,salah,wrong,Jawaban kamu salah.
1950,salam,greeting,Titip salam untuk keluargamu.
1951,salam,regards,Titip salam untuk keluargamu.
1952,salam,salutation,Titip salam untuk keluargamu.
1953,salut,salute,Saya salut dengan kerja kerasmu.
1954,sama,alike,Kita punya hobi yang sama.
1955,sama,common,Kita punya hobi yang sama.
1956,sama,equal,Kita punya hobi yang sama.
1957,sama,identical,Kita punya hobi yang sama.
1958,sama,same,Kita punya hobi yang sama.
1959,sama,similar,Kita punya hobi yang sama.
1960,sama,with,Kita punya hobi yang sama.
1961,samping,side,Rumahnya ada di samping sekolah.
1962,sangat,exceptionally,Dia sangat senang hari ini.
1963,sangat,extremely,Dia sangat senang hari ini.
1964,sangat,greatly,Dia sangat senang hari ini.
1965,sangat,highly,Dia sangat senang hari ini.
1966,sangat,immensely,Dia sangat senang hari ini.
1967,sangat,most,Dia sangat senang hari ini.
1968,sangat,really,Dia sangat senang hari ini.
1969,sangat,sorely,Dia sangat senang hari ini.
1970,sangat,terribly,Dia sangat senang hari ini.
1971,sangat,very,Dia sangat senang hari ini.
1972,santai,chill,"Santai saja, jangan terburu-buru."
1973,santai,lounge,"Santai saja, jangan terburu-buru."
1974,santai,relax,"Santai saja, jangan terburu-buru."
1975,santai,relaxed,"Santai saja, jangan terburu-buru."
1976,santai,sit around,"Santai saja, jangan terburu-buru."
1977,sapa,greet,Jangan lupa sapa tetanggamu.
1978,sapa,who,Jangan lupa sapa tetanggamu.
1979,saran,advice,Terima kasih atas saran Anda.
1980,saran,idea,Terima kasih atas saran Anda.
1981,saran,offer,Terima kasih atas saran Anda.
1982,saran,proposition,Terima kasih atas saran Anda.
1983,saran,recommendation,Terima kasih atas saran Anda.
1984,saran,suggestion,Terima kasih atas saran Anda.
1985,sayang,baby,Saya sayang keluarga saya.
1986,sayang,beloved,Saya sayang keluarga saya.
1987,sayang,care,Saya sayang keluarga saya.
1988,sayang,darling,Saya sayang keluarga saya.
